datetime,date,name,gain,rank,p
<<<<<<< HEAD,,,,,
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,1.0,0.0211
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,2.0,0.3302
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,3.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,4.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,5.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,6.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,7.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,8.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Petr Pavel,24.0,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,1.0,0.8907
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,2.0,0.9927
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,3.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,4.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,5.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,6.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,7.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,8.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Andrej Babiš,31.0,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,1.0,0.0882
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,2.0,0.6771
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,3.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,4.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,5.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,6.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,7.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,8.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Danuše Nerudová,26.0,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,1.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,2.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,3.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,4.0,0.3485
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,5.0,0.6828
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,6.0,0.8932
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,7.0,0.9936
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,8.0,0.9992
2022-12-08T16:10:59.378448,2022-12-05,Josef Středula,5.0,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,1.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,2.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,3.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,4.0,0.124
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,5.0,0.3927
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,6.0,0.7508
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,7.0,0.9769
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,8.0,0.9961
2022-12-08T16:10:59.378448,2022-12-05,Marek Hilšer,4.0,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,1.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,2.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,3.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,4.0,0.5024
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,5.0,0.7866
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,6.0,0.938
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,7.0,0.9963
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,8.0,0.9998
2022-12-08T16:10:59.378448,2022-12-05,Pavel Fischer,5.5,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,1.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,2.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,3.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,4.0,0.0251
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,5.0,0.1377
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,6.0,0.4099
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,7.0,0.9144
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,8.0,0.9814
2022-12-08T16:10:59.378448,2022-12-05,Jaroslav Bašta,3.0,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,1.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,2.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,3.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,4.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,5.0,0.0002
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,6.0,0.0076
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,7.0,0.1022
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,8.0,0.7155
2022-12-08T16:10:59.378448,2022-12-05,Tomáš Zima,1.0,9.0,1.0
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,1.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,2.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,3.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,4.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,5.0,0.0
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,6.0,0.0005
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,7.0,0.0166
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,8.0,0.308
2022-12-08T16:10:59.378448,2022-12-05,Denisa Rohanová,0.5,9.0,1.0
=======,,,,,
2022-11-15T23:47:07.874768,2022-10-16,Petr Pavel,24.4,1.0,0.8314
2022-11-15T23:47:07.874768,2022-10-16,Petr Pavel,24.4,2.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Petr Pavel,24.4,3.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Petr Pavel,24.4,4.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Petr Pavel,24.4,5.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Petr Pavel,24.4,6.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Andrej Babiš,21.6,1.0,0.1686
2022-11-15T23:47:07.874768,2022-10-16,Andrej Babiš,21.6,2.0,0.9978
2022-11-15T23:47:07.874768,2022-10-16,Andrej Babiš,21.6,3.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Andrej Babiš,21.6,4.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Andrej Babiš,21.6,5.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Andrej Babiš,21.6,6.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Danuše Nerudová,14.9,1.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Danuše Nerudová,14.9,2.0,0.0022
2022-11-15T23:47:07.874768,2022-10-16,Danuše Nerudová,14.9,3.0,0.9999
2022-11-15T23:47:07.874768,2022-10-16,Danuše Nerudová,14.9,4.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Danuše Nerudová,14.9,5.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Danuše Nerudová,14.9,6.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Josef Středula,6.2,1.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Josef Středula,6.2,2.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Josef Středula,6.2,3.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Josef Středula,6.2,4.0,0.2
2022-11-15T23:47:07.874768,2022-10-16,Josef Středula,6.2,5.0,0.7286
2022-11-15T23:47:07.874768,2022-10-16,Josef Středula,6.2,6.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Marek Hilšer,5.3,1.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Marek Hilšer,5.3,2.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Marek Hilšer,5.3,3.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Marek Hilšer,5.3,4.0,0.0534
2022-11-15T23:47:07.874768,2022-10-16,Marek Hilšer,5.3,5.0,0.3257
2022-11-15T23:47:07.874768,2022-10-16,Marek Hilšer,5.3,6.0,1.0
2022-11-15T23:47:07.874768,2022-10-16,Pavel Fischer,7.6,1.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Pavel Fischer,7.6,2.0,0.0
2022-11-15T23:47:07.874768,2022-10-16,Pavel Fischer,7.6,3.0,0.0001
2022-11-15T23:47:07.874768,2022-10-16,Pavel Fischer,7.6,4.0,0.7466
2022-11-15T23:47:07.874768,2022-10-16,Pavel Fischer,7.6,5.0,0.9457
2022-11-15T23:47:07.874768,2022-10-16,Pavel Fischer,7.6,6.0,1.0
>>>>>>> f290d56c275bc7d7120232212502636b69a035a3,,,,,
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,1.0,0.0087
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,2.0,0.1388
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,3.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,4.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,5.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,6.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,7.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,8.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Petr Pavel,23.0,9.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,1.0,0.7191
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,2.0,0.992
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,3.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,4.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,5.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,6.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,7.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,8.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Andrej Babiš,31.0,9.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,1.0,0.2722
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,2.0,0.8692
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,3.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,4.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,5.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,6.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,7.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,8.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Danuše Nerudová,28.5,9.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,1.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,2.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,3.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,4.0,0.2161
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,5.0,0.5125
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,6.0,0.7909
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,7.0,0.9751
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,8.0,0.9959
2022-12-15T22:52:08.631588,2022-12-15,Josef Středula,4.0,9.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,1.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,2.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,3.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,4.0,0.0556
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,5.0,0.2116
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,6.0,0.4907
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,7.0,0.916
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,8.0,0.9847
2022-12-15T22:52:08.631588,2022-12-15,Marek Hilšer,3.0,9.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,1.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,2.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,3.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,4.0,0.5144
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,5.0,0.7576
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,6.0,0.914
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,7.0,0.9925
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,8.0,0.9992
2022-12-15T22:52:08.631588,2022-12-15,Pavel Fischer,5.0,9.0,1.0
2022-12-15T22:52:08.631588,2022-12-15,Jaroslav Bašta,4.0,1.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Jaroslav Bašta,4.0,2.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Jaroslav Bašta,4.0,3.0,0.0
2022-12-15T22:52:08.631588,2022-12-15,Jaroslav Bašta,4.0,4.0,0.2139
2022-12-15T22:52:08.631588,2022-12-15,Jaroslav Bašta,4.0,5.0,0.518
2022-12-15T22:52:08.631588,2022-12-15,Jaroslav Bašta,4.0,6.0,0.7915
